tile_name,pixel_x,pixel_y,center_x,center_y,longitude,latitude,distance_from_center,match_confidence,main_image
tile_132.tif,5120,7040,5440,7360,-82.7302612480085,27.527671338289963,2752.398590320813,0.9987552762031556,20241011aC0824415w273215n.tif
tile_174.tif,7040,5120,7360,5440,-82.72767133828997,27.530261248008497,2752.398590320813,0.9982671737670898,20241011aC0824415w273215n.tif
tile_55.tif,1920,5760,2240,6080,-82.73457776420605,27.529397944768984,2823.3345533251986,0.998056948184967,20241011aC0824415w273215n.tif
tile_139.tif,5760,1920,6080,2240,-82.72939794476899,27.534577764206052,2823.3345533251986,0.8603304028511047,20241011aC0824415w273215n.tif
tile_161.tif,6400,6400,6720,6720,-82.72853464152948,27.528534641529475,2846.8119010570404,0.997897446155548,20241011aC0824415w273215n.tif
tile_221.tif,5218,7112,5538,7432,-82.73012905469994,27.52757421667552,2848.8920653475097,0.4097702801227569,20241011aC0824415w273215n.tif
tile_87.tif,3200,7040,3520,7360,-82.73285115772704,27.527671338289963,2906.4373380480783,0.997803509235382,20241011aC0824415w273215n.tif
tile_171.tif,7040,3200,7360,3520,-82.72767133828997,27.53285115772703,2906.4373380480783,0.960798680782318,20241011aC0824415w273215n.tif
tile_175.tif,7040,5760,7360,6080,-82.72767133828997,27.529397944768984,2987.22915090222,0.9984673261642456,20241011aC0824415w273215n.tif
tile_147.tif,5760,7040,6080,7360,-82.72939794476899,27.527671338289963,2987.22915090222,0.9989431500434875,20241011aC0824415w273215n.tif
tile_105.tif,3999,7364,4319,7684,-82.73177337758895,27.52723429102496,3002.178042688341,0.525591254234314,20241011aC0824415w273215n.tif
tile_64.tif,2560,1920,2880,2240,-82.73371446096654,27.534577764206052,3069.856348430656,0.997687578201294,20241011aC0824415w273215n.tif
tile_50.tif,1920,2560,2240,2880,-82.73457776420605,27.533714460966543,3069.856348430656,0.9983184933662416,20241011aC0824415w273215n.tif
tile_38.tif,1280,4480,1600,4800,-82.73544106744556,27.53112455124801,3108.391545478143,0.998540699481964,20241011aC0824415w273215n.tif
tile_108.tif,4480,1280,4800,1600,-82.73112455124802,27.535441067445568,3108.391545478143,0.9219083786010742,20241011aC0824415w273215n.tif
tile_93.tif,3840,1280,4160,1600,-82.73198785448753,27.535441067445568,3154.783352308047,0.8985274434089661,20241011aC0824415w273215n.tif
tile_37.tif,1280,3840,1600,4160,-82.73544106744556,27.53198785448752,3154.783352308047,0.99873149394989,20241011aC0824415w273215n.tif
tile_56.tif,1920,6400,2240,6720,-82.73457776420605,27.528534641529475,3184.0631275149053,0.998954176902771,20241011aC0824415w273215n.tif
tile_154.tif,6400,1920,6720,2240,-82.72853464152948,27.534577764206052,3184.0631275149053,0.8205850720405579,20241011aC0824415w273215n.tif
tile_123.tif,5120,1280,5440,1600,-82.7302612480085,27.535441067445568,3192.293532869432,0.9037679433822632,20241011aC0824415w273215n.tif
tile_39.tif,1280,5120,1600,5440,-82.73544106744556,27.530261248008497,3192.293532869432,0.998619019985199,20241011aC0824415w273215n.tif
tile_72.tif,2560,7040,2880,7360,-82.73371446096654,27.527671338289963,3221.232372866012,0.998266875743866,20241011aC0824415w273215n.tif
tile_170.tif,7040,2560,7360,2880,-82.72767133828997,27.533714460966543,3221.232372866012,0.8915402889251709,20241011aC0824415w273215n.tif
tile_188.tif,7680,4480,8000,4800,-82.72680803505045,27.53112455124801,3294.312978452412,0.995311677455902,20241011aC0824415w273215n.tif
tile_118.tif,4480,7680,4800,8000,-82.73112455124802,27.52680803505045,3294.312978452412,0.997831404209137,20241011aC0824415w273215n.tif
tile_36.tif,1280,3200,1600,3520,-82.73544106744556,27.53285115772703,3326.021346894815,0.9985021352767944,20241011aC0824415w273215n.tif
tile_78.tif,3200,1280,3520,1600,-82.73285115772704,27.535441067445568,3326.021346894815,0.94158935546875,20241011aC0824415w273215n.tif
tile_162.tif,6400,7040,6720,7360,-82.72853464152948,27.527671338289963,3330.2519424211737,0.9988630414009094,20241011aC0824415w273215n.tif
tile_176.tif,7040,6400,7360,6720,-82.72767133828997,27.528534641529475,3330.2519424211737,0.9985456466674804,20241011aC0824415w273215n.tif
tile_103.tif,3840,7680,4160,8000,-82.73198785448753,27.52680803505045,3338.121927072167,0.9983243346214294,20241011aC0824415w273215n.tif
tile_187.tif,7680,3840,8000,4160,-82.72680803505045,27.53198785448752,3338.121927072167,0.9931265711784364,20241011aC0824415w273215n.tif
tile_133.tif,5120,7680,5440,8000,-82.7302612480085,27.52680803505045,3373.5942257479637,0.9987143874168396,20241011aC0824415w273215n.tif
tile_189.tif,7680,5120,8000,5440,-82.72680803505045,27.530261248008497,3373.5942257479637,0.9978881478309632,20241011aC0824415w273215n.tif
tile_138.tif,5760,1280,6080,1600,-82.72939794476899,27.535441067445568,3396.848245064828,0.8875210881233215,20241011aC0824415w273215n.tif
tile_40.tif,1280,5760,1600,6080,-82.73544106744556,27.529397944768984,3396.848245064828,0.9988149404525756,20241011aC0824415w273215n.tif
tile_49.tif,1920,1920,2240,2240,-82.73457776420605,27.534577764206052,3488.8648583744257,0.997981071472168,20241011aC0824415w273215n.tif
tile_88.tif,3200,7680,3520,8000,-82.73285115772704,27.52680803505045,3500.402548279269,0.99818354845047,20241011aC0824415w273215n.tif
tile_186.tif,7680,3200,8000,3520,-82.72680803505045,27.53285115772703,3500.402548279269,0.921407163143158,20241011aC0824415w273215n.tif
tile_165.tif,6516,7171,6836,7491,-82.72837816781731,27.527494630908123,3504.753486338233,0.5562633872032166,20241011aC0824415w273215n.tif
tile_190.tif,7680,5760,8000,6080,-82.72680803505045,27.529397944768984,3567.769331108725,0.9981919527053832,20241011aC0824415w273215n.tif
tile_148.tif,5760,7680,6080,8000,-82.72939794476899,27.52680803505045,3567.769331108725,0.9987524151802064,20241011aC0824415w273215n.tif
tile_63.tif,2560,1280,2880,1600,-82.73371446096654,27.535441067445568,3604.355420876249,0.974327802658081,20241011aC0824415w273215n.tif
tile_35.tif,1280,2560,1600,2880,-82.73544106744556,27.533714460966543,3604.355420876249,0.9984699487686156,20241011aC0824415w273215n.tif
tile_169.tif,7040,1920,7360,2240,-82.72767133828997,27.534577764206052,3622.774903302716,0.8279261589050293,20241011aC0824415w273215n.tif
tile_57.tif,1920,7040,2240,7360,-82.73457776420605,27.527671338289963,3622.774903302716,0.998390018939972,20241011aC0824415w273215n.tif
tile_153.tif,6400,1280,6720,1600,-82.72853464152948,27.535441067445568,3702.1099389402257,0.9230605959892272,20241011aC0824415w273215n.tif
tile_41.tif,1280,6400,1600,6720,-82.73544106744556,27.528534641529475,3702.1099389402257,0.998515784740448,20241011aC0824415w273215n.tif
tile_23.tif,640,4480,960,4800,-82.73630437068508,27.53112455124801,3748.153945611092,0.998732566833496,20241011aC0824415w273215n.tif
tile_107.tif,4480,640,4800,960,-82.73112455124802,27.53630437068508,3748.153945611092,0.8708255887031555,20241011aC0824415w273215n.tif
tile_177.tif,7040,7040,7360,7360,-82.72767133828997,27.527671338289963,3751.908580975821,0.98773854970932,20241011aC0824415w273215n.tif
tile_185.tif,7680,2560,8000,2880,-82.72680803505045,27.533714460966543,3765.870151771035,0.8923802375793457,20241011aC0824415w273215n.tif
tile_73.tif,2560,7680,2880,8000,-82.73371446096654,27.52680803505045,3765.870151771035,0.9980134963989258,20241011aC0824415w273215n.tif
tile_22.tif,640,3840,960,4160,-82.73630437068508,27.53198785448752,3786.7159914627873,0.9990084171295166,20241011aC0824415w273215n.tif
tile_92.tif,3840,640,4160,960,-82.73198785448753,27.53630437068508,3786.7159914627873,0.8679628372192383,20241011aC0824415w273215n.tif
tile_24.tif,640,5120,960,5440,-82.73630437068508,27.530261248008497,3818.022786731373,0.9987512826919556,20241011aC0824415w273215n.tif
tile_122.tif,5120,640,5440,960,-82.7302612480085,27.53630437068508,3818.022786731373,0.9043025374412536,20241011aC0824415w273215n.tif
tile_163.tif,6400,7680,6720,8000,-82.72853464152948,27.52680803505045,3859.535982472504,0.9986705780029296,20241011aC0824415w273215n.tif
tile_191.tif,7680,6400,8000,6720,-82.72680803505045,27.528534641529475,3859.535982472504,0.9984257817268372,20241011aC0824415w273215n.tif
tile_210.tif,7492,6690,7812,7010,-82.72706163037707,27.52814345724907,3865.854886050432,0.4998191595077514,20241011aC0824415w273215n.tif
tile_77.tif,3200,640,3520,960,-82.73285115772704,27.53630437068508,3930.5187952737233,0.892960786819458,20241011aC0824415w273215n.tif
tile_21.tif,640,3200,960,3520,-82.73630437068508,27.53285115772703,3930.5187952737233,0.9983711838722228,20241011aC0824415w273215n.tif
tile_119.tif,4480,8320,4800,8640,-82.73112455124802,27.525944731810934,3934.0993886784304,0.9984816312789916,20241011aC0824415w273215n.tif
tile_203.tif,8320,4480,8640,4800,-82.72594473181094,27.53112455124801,3934.0993886784304,0.9911946654319764,20241011aC0824415w273215n.tif
tile_34.tif,1280,1920,1600,2240,-82.73544106744556,27.534577764206052,3967.308659532303,0.9978921413421632,20241011aC0824415w273215n.tif
tile_48.tif,1920,1280,2240,1600,-82.73457776420605,27.535441067445568,3967.308659532303,0.9934273362159728,20241011aC0824415w273215n.tif
